id,genero,edad,pais,fecha registro,plan servicio,permanencia,duracion llamadas,consumo datos,cargo mensual,cargo total,churn
2681,Femenino,40,Argentina,2019-09-16,Premium,56,244,8,2656.2,148747.2,1
7947,Femenino,54,Perú,2020-02-10,Estándar,51,235,13,4146.75,211484.25,0
2865,Masculino,86,Perú,2024-01-02,Estándar,4,145,6,1952.25,7809.0,0
2737,Masculino,29,Chile,2019-10-08,Premium,55,365,6,2183.25,120078.75,1
988,Femenino,56,Perú,2021-08-22,Premium,33,474,13,4397.7,145124.1,0
9294,Masculino,78,Chile,2023-08-29,Estándar,9,489,14,4713.45,42421.05,1
6964,Masculino,49,Perú,2019-06-04,Estándar,59,229,7,2340.45,138086.55,0
7484,Masculino,77,Perú,2023-09-07,Básico,8,8,12,3608.4,28867.2,0
4010,Masculino,27,Chile,2020-02-18,Premium,51,23,3,924.15,47131.65,0
9230,Femenino,22,Chile,2022-12-29,Estándar,17,268,19,5981.4,101683.8,0
7903,Femenino,96,Argentina,2021-04-25,Básico,37,83,3,987.15,36524.55,0
3341,Femenino,35,Argentina,2020-08-06,Estándar,45,287,8,2701.35,121560.75,0
5122,Femenino,28,Perú,2022-08-22,Estándar,21,101,18,5506.05,115627.05,0
6483,Femenino,78,Chile,2023-03-17,Básico,14,107,8,2512.35,35172.9,0
1985,Masculino,81,Perú,2023-10-18,Premium,7,378,2,996.9,6978.3,0
194,Femenino,69,Chile,2022-06-18,Estándar,23,192,4,1401.6,32236.8,0
5843,Masculino,88,Perú,2020-11-19,Básico,42,140,17,5247.0,220374.0,0
7304,Femenino,29,Chile,2019-05-22,Premium,60,60,1,363.0,21780.0,1
1602,Masculino,80,Chile,2021-09-26,Estándar,32,432,16,5253.6,168115.2,0
1632,Femenino,39,Chile,2023-07-20,Premium,10,20,7,2121.0,21210.0,0
4468,Femenino,75,Argentina,2021-02-08,Premium,39,19,4,1219.95,47578.05,0
2600,Masculino,46,Chile,2022-08-21,Básico,21,422,6,2243.1,47105.1,0
7043,Masculino,87,Perú,2019-11-23,Premium,54,69,11,3372.45,182112.3,0
615,Masculino,33,Argentina,2020-05-31,Básico,48,20,15,4521.0,217008.0,0
7211,Femenino,46,Perú,2020-04-27,Estándar,49,309,16,5124.45,251098.05,0
6434,Femenino,98,Chile,2022-04-27,Básico,25,419,20,6439.95,160998.75,1
2999,Femenino,51,Argentina,2020-06-28,Premium,47,15,1,315.75,14840.25,1
6117,Femenino,60,Argentina,2022-04-10,Estándar,25,430,7,2551.5,63787.5,1
259,Masculino,76,Chile,2022-05-31,Premium,24,446,18,5868.3,140839.2,0
2215,Femenino,93,Perú,2019-07-18,Básico,58,55,9,2757.75,159949.5,1
5525,Masculino,23,Argentina,2021-03-11,Premium,38,371,18,5789.55,220002.9,0
90,Masculino,42,Chile,2019-12-08,Premium,53,355,9,3072.75,162855.75,0
4481,Masculino,47,Argentina,2020-09-01,Premium,44,28,6,1829.4,80493.6,0
6747,Masculino,46,Chile,2020-05-06,Estándar,48,240,19,5952.0,285696.0,1
3336,Masculino,57,Chile,2020-05-07,Estándar,48,112,19,5817.6,279244.8,0
9465,Masculino,44,Argentina,2019-05-19,Estándar,60,39,17,5140.95,308457.0,0
6142,Masculino,88,Perú,2020-04-13,Básico,49,182,11,3491.1,171063.9,0
126,Masculino,29,Perú,2020-02-12,Estándar,51,6,13,3906.3,199221.3,0
2769,Femenino,59,Perú,2021-11-10,Básico,30,147,17,5254.35,157630.5,0
5275,Femenino,63,Chile,2022-04-02,Premium,25,458,20,6480.9,162022.5,0
8553,Masculino,94,Perú,2021-01-20,Premium,40,499,10,3523.95,140958.0,0
4980,Masculino,62,Chile,2024-01-03,Premium,4,151,6,1958.55,7834.2,0
2731,Masculino,58,Chile,2023-02-24,Premium,15,71,11,3374.55,50618.25,1
7472,Femenino,83,Argentina,2019-08-25,Premium,57,357,6,2174.85,123966.45,0
7318,Femenino,70,Argentina,2023-08-01,Premium,9,354,6,2171.7,19545.3,0
3817,Masculino,77,Argentina,2022-08-21,Estándar,21,19,14,4219.95,88618.95,1
4427,Femenino,21,Perú,2021-10-05,Estándar,31,256,15,4768.8,147832.8,0
238,Masculino,60,Perú,2021-10-31,Premium,31,50,15,4552.5,141127.5,0
5093,Masculino,83,Perú,2021-01-04,Básico,40,367,19,6085.35,243414.0,0
4951,Masculino,76,Chile,2021-05-20,Básico,36,427,14,4648.35,167340.6,0
2460,Masculino,80,Perú,2019-08-29,Básico,57,246,8,2658.3,151523.1,0
562,Femenino,50,Chile,2022-05-26,Básico,24,451,17,5573.55,133765.2,0
8894,Masculino,52,Perú,2019-12-22,Básico,53,296,11,3610.8,191372.4,1
2447,Masculino,74,Argentina,2024-01-21,Premium,4,256,11,3568.8,14275.2,0
9168,Masculino,97,Argentina,2020-08-25,Premium,45,108,5,1613.4,72603.0,0
2272,Masculino,81,Chile,2020-03-25,Básico,50,419,10,3439.95,171997.5,1
9638,Femenino,70,Perú,2022-11-10,Estándar,18,19,7,2119.95,38159.1,0
5317,Masculino,31,Chile,2021-12-29,Básico,29,106,8,2511.3,72827.7,0
5535,Femenino,25,Perú,2024-04-05,Estándar,1,190,11,3499.5,3499.5,0
9494,Femenino,58,Chile,2021-08-14,Estándar,33,200,11,3510.0,115830.0,0
859,Masculino,28,Perú,2023-07-06,Premium,10,260,18,5673.0,56730.0,1
4232,Masculino,75,Argentina,2023-09-29,Premium,8,201,20,6211.05,49688.4,0
162,Masculino,66,Argentina,2021-07-07,Básico,34,210,14,4420.5,150297.0,0
3218,Masculino,56,Chile,2020-04-19,Premium,49,230,14,4441.5,217633.5,1
258,Masculino,27,Chile,2020-04-22,Básico,49,118,4,1323.9,64871.1,0
6473,Femenino,86,Argentina,2023-11-04,Estándar,6,358,18,5775.9,34655.4,0
2656,Masculino,56,Perú,2024-01-18,Básico,4,210,4,1420.5,5682.0,0
8036,Femenino,59,Chile,2020-12-22,Estándar,41,115,14,4320.75,177150.75,0
5885,Masculino,47,Perú,2021-12-26,Básico,29,27,20,6028.35,174822.15,0
6008,Femenino,78,Perú,2020-04-20,Básico,49,281,1,595.05,29157.45,1
3787,Masculino,43,Argentina,2020-12-31,Básico,41,462,12,4085.1,167489.1,0
3833,Femenino,82,Argentina,2023-05-21,Básico,12,148,6,1955.4,23464.8,0
1101,Masculino,20,Perú,2023-08-12,Premium,9,287,12,3901.35,35112.15,0
6192,Femenino,71,Argentina,2022-02-16,Básico,27,215,16,5025.75,135695.25,0
6837,Masculino,98,Chile,2022-02-01,Estándar,27,328,5,1844.4,49798.8,0
178,Femenino,80,Perú,2023-01-12,Estándar,16,458,1,780.9,12494.4,0
9345,Femenino,74,Perú,2021-09-13,Básico,32,426,9,3147.3,100713.6,0
4408,Femenino,55,Argentina,2023-05-31,Básico,12,205,18,5615.25,67383.0,0
7134,Femenino,99,Chile,2023-02-20,Premium,15,67,15,4570.35,68555.25,0
1142,Femenino,30,Argentina,2021-12-26,Básico,29,306,2,921.3,26717.7,0
6336,Masculino,81,Perú,2022-07-11,Estándar,22,277,12,3890.85,85598.7,0
4258,Masculino,47,Chile,2023-03-25,Básico,14,441,4,1663.05,23282.7,0
8198,Femenino,31,Perú,2019-10-09,Básico,55,98,14,4302.9,236659.5,0
5979,Femenino,57,Argentina,2022-08-20,Premium,21,101,16,4906.05,103027.05,0
6292,Femenino,71,Chile,2021-01-20,Estándar,40,458,13,4380.9,175236.0,0
1420,Masculino,89,Chile,2021-04-01,Básico,37,235,12,3846.75,142329.75,0
2356,Masculino,59,Chile,2023-05-22,Premium,12,170,14,4378.5,52542.0,1
6698,Masculino,52,Argentina,2023-05-03,Básico,12,159,6,1966.95,23603.4,0
1802,Femenino,48,Perú,2022-05-20,Básico,24,183,13,4092.15,98211.6,0
9971,Masculino,88,Perú,2022-09-17,Estándar,20,346,4,1563.3,31266.0,0
8032,Masculino,50,Argentina,2019-12-05,Estándar,53,230,5,1741.5,92299.5,0
6697,Masculino,84,Argentina,2021-09-28,Básico,32,233,12,3844.65,123028.8,0
6139,Masculino,51,Perú,2023-07-29,Premium,10,419,7,2539.95,25399.5,0
4081,Femenino,72,Chile,2021-05-16,Básico,36,247,20,6259.35,225336.6,0
3306,Masculino,35,Argentina,2021-08-23,Básico,33,20,13,3921.0,129393.0,0
5302,Femenino,58,Argentina,2021-03-12,Básico,38,379,1,697.95,26522.1,0
5728,Masculino,62,Chile,2019-07-14,Básico,58,4,12,3604.2,209043.6,1
2001,Masculino,98,Chile,2020-09-04,Estándar,44,214,19,5924.7,260686.8,0
7755,Masculino,16,Perú,2019-11-22,Básico,54,317,8,2732.85,147573.9,0
5689,Masculino,94,Perú,2020-10-01,Premium,43,243,2,855.15,36771.45,0
3626,Femenino,41,Argentina,2022-04-21,Premium,25,174,14,4382.7,109567.5,0
4447,Femenino,77,Argentina,2020-12-09,Estándar,41,287,4,1501.35,61555.35,0
6477,Femenino,18,Chile,2022-04-27,Premium,25,77,18,5480.85,137021.25,0
8350,Femenino,89,Perú,2022-01-14,Básico,28,91,4,1295.55,36275.4,0
9525,Masculino,50,Argentina,2022-05-07,Premium,24,289,18,5703.45,136882.8,0
422,Femenino,50,Perú,2023-03-05,Básico,14,225,6,2036.25,28507.5,1
1547,Masculino,65,Chile,2021-04-13,Premium,37,198,10,3207.9,118692.3,0
5270,Masculino,94,Perú,2019-07-21,Básico,58,317,13,4232.85,245505.3,0
446,Femenino,62,Perú,2024-03-03,Premium,2,345,1,662.25,1324.5,0
5498,Masculino,59,Chile,2021-05-10,Básico,36,167,17,5275.35,189912.6,0
1848,Femenino,27,Argentina,2022-05-28,Estándar,24,397,2,1016.85,24404.4,0
332,Femenino,25,Argentina,2023-11-13,Estándar,6,254,8,2666.7,16000.2,0
650,Femenino,51,Argentina,2023-08-02,Estándar,9,39,4,1240.95,11168.55,0
1505,Masculino,56,Argentina,2021-08-02,Estándar,33,269,6,2082.45,68720.85,0
7320,Femenino,16,Perú,2020-01-09,Premium,52,317,14,4532.85,235708.2,0
4797,Femenino,38,Chile,2023-06-16,Estándar,11,242,8,2654.1,29195.1,0
8042,Femenino,82,Chile,2020-12-30,Básico,41,431,5,1952.55,80054.55,0
8614,Masculino,97,Argentina,2021-12-24,Estándar,29,429,11,3750.45,108763.05,0
8730,Femenino,69,Perú,2021-04-07,Básico,37,349,17,5466.45,202258.65,0
2767,Masculino,70,Perú,2022-11-16,Estándar,18,116,10,3121.8,56192.4,0
4191,Femenino,61,Chile,2020-08-25,Premium,45,391,13,4310.55,193974.75,0
1137,Femenino,49,Perú,2021-08-06,Básico,33,164,3,1072.2,35382.6,1
7731,Femenino,87,Perú,2021-12-30,Premium,29,258,1,570.9,16556.1,0
2106,Femenino,73,Chile,2019-09-22,Premium,56,499,9,3223.95,180541.2,1
2941,Masculino,50,Argentina,2019-06-03,Básico,59,466,1,789.3,46568.7,0
2080,Femenino,97,Perú,2022-07-21,Estándar,22,263,16,5076.15,111675.3,0
8773,Masculino,93,Argentina,2023-10-18,Premium,7,243,10,3255.15,22786.05,0
2555,Femenino,87,Chile,2021-11-20,Estándar,30,486,2,1110.3,33309.0,0
7021,Masculino,26,Argentina,2019-12-09,Premium,53,86,3,990.3,52485.9,0
8015,Femenino,25,Perú,2022-04-09,Estándar,25,413,9,3133.65,78341.25,0
6837,Femenino,37,Argentina,2020-12-03,Premium,41,216,9,2926.8,119998.8,1
5026,Masculino,22,Argentina,2020-07-05,Básico,46,275,1,588.75,27082.5,0
3213,Masculino,17,Perú,2019-12-01,Estándar,53,393,8,2812.65,149070.45,0
7951,Masculino,46,Perú,2019-08-15,Premium,57,219,1,529.95,30207.15,0
3310,Femenino,63,Perú,2021-12-06,Premium,29,376,3,1294.8,37549.2,1
3231,Femenino,72,Argentina,2020-02-19,Básico,51,414,18,5834.7,297569.7,0
8217,Masculino,69,Chile,2023-12-03,Estándar,5,201,12,3811.05,19055.25,0
3302,Femenino,87,Perú,2023-02-21,Básico,15,485,7,2609.25,39138.75,0
8157,Masculino,43,Chile,2022-12-08,Básico,17,135,20,6141.75,104409.75,0
1579,Femenino,81,Perú,2020-10-31,Básico,43,440,18,5862.0,252066.0,0
6244,Femenino,23,Perú,2021-01-08,Premium,40,309,7,2424.45,96978.0,1
7191,Masculino,21,Chile,2021-10-27,Estándar,31,352,20,6369.6,197457.6,0
4926,Masculino,52,Perú,2020-10-18,Premium,43,64,7,2167.2,93189.6,0
6222,Femenino,57,Argentina,2023-12-28,Básico,5,145,6,1952.25,9761.25,1
1392,Femenino,47,Argentina,2021-08-28,Básico,33,213,4,1423.65,46980.45,0
5975,Femenino,68,Chile,2021-12-03,Estándar,29,421,2,1042.05,30219.45,0
2752,Masculino,25,Chile,2022-02-02,Premium,27,483,11,3807.15,102793.05,0
807,Femenino,80,Argentina,2019-11-25,Básico,54,236,4,1447.8,78181.2,0
5578,Masculino,23,Chile,2019-07-18,Premium,58,118,5,1623.9,94186.2,0
7682,Femenino,59,Perú,2022-11-14,Premium,18,289,4,1503.45,27062.1,0
9695,Femenino,71,Argentina,2023-04-23,Estándar,13,57,3,959.85,12478.05,0
8705,Femenino,28,Chile,2022-02-10,Premium,27,151,2,758.55,20480.85,0
5081,Femenino,84,Chile,2021-12-23,Premium,29,426,11,3747.3,108671.7,0
8519,Masculino,23,Argentina,2019-07-11,Básico,58,273,16,5086.65,295025.7,0
1228,Masculino,53,Argentina,2020-10-15,Premium,43,5,6,1805.25,77625.75,0
5299,Femenino,20,Argentina,2022-03-08,Premium,26,161,9,2869.05,74595.3,1
8951,Masculino,18,Argentina,2021-11-14,Estándar,30,292,15,4806.6,144198.0,0
2880,Femenino,46,Perú,2020-06-18,Básico,47,103,17,5208.15,244783.05,0
8174,Femenino,35,Perú,2019-11-12,Estándar,54,182,15,4691.1,253319.4,1
8005,Femenino,38,Argentina,2019-11-02,Premium,54,10,18,5410.5,292167.0,0
4431,Masculino,30,Argentina,2021-09-26,Básico,32,282,16,5096.1,163075.2,0
2604,Masculino,22,Argentina,2022-04-23,Estándar,25,118,4,1323.9,33097.5,0
6194,Femenino,93,Perú,2019-12-12,Premium,53,86,18,5490.3,290985.9,0
1250,Femenino,43,Argentina,2023-03-28,Básico,14,412,20,6432.6,90056.4,0
7097,Femenino,82,Perú,2020-09-04,Estándar,44,397,7,2516.85,110741.4,0
7213,Femenino,69,Chile,2023-02-06,Premium,15,49,8,2451.45,36771.75,0
8135,Masculino,23,Perú,2024-03-04,Premium,2,206,4,1416.3,2832.6,0
8800,Femenino,58,Chile,2022-09-07,Premium,20,47,3,949.35,18987.0,0
3672,Femenino,82,Argentina,2022-02-10,Estándar,27,233,17,5344.65,144305.55,0
5357,Femenino,85,Argentina,2022-01-02,Básico,28,94,12,3698.7,103563.6,0
4772,Femenino,27,Perú,2019-05-07,Estándar,60,396,17,5515.8,330948.0,1
3833,Masculino,96,Argentina,2023-05-09,Básico,12,210,7,2320.5,27846.0,0
3686,Femenino,78,Argentina,2024-02-12,Básico,3,214,18,5624.7,16874.1,0
9476,Masculino,21,Chile,2022-07-11,Básico,22,69,2,672.45,14793.9,0
4368,Femenino,95,Argentina,2024-03-07,Básico,2,180,19,5889.0,11778.0,1
1841,Masculino,55,Perú,2019-10-20,Básico,55,378,10,3396.9,186829.5,0
7518,Masculino,21,Argentina,2021-06-29,Básico,35,213,10,3223.65,112827.75,1
5465,Masculino,52,Perú,2022-11-20,Estándar,18,324,13,4240.2,76323.6,0
5632,Femenino,78,Chile,2022-03-27,Premium,26,444,11,3766.2,97921.2,0
7183,Masculino,68,Perú,2022-11-30,Básico,18,87,6,1891.35,34044.3,0
407,Masculino,63,Chile,2021-10-31,Estándar,31,287,10,3301.35,102341.85,0
5615,Masculino,78,Chile,2022-09-08,Estándar,20,39,7,2140.95,42819.0,0
5357,Masculino,97,Perú,2022-01-06,Estándar,28,233,14,4444.65,124450.2,1
4522,Femenino,79,Argentina,2024-02-28,Premium,3,382,6,2201.1,6603.3,0
7845,Femenino,67,Perú,2023-08-09,Básico,9,200,19,5910.0,53190.0,0
8671,Masculino,51,Chile,2021-07-20,Premium,34,294,6,2108.7,71695.8,0
7934,Femenino,67,Chile,2019-09-30,Premium,56,476,9,3199.8,179188.8,0
4683,Masculino,64,Chile,2019-10-08,Estándar,55,282,8,2696.1,148285.5,0
3399,Masculino,55,Perú,2021-12-23,Básico,29,29,20,6030.45,174883.05,0
6263,Masculino,58,Chile,2020-12-05,Estándar,41,201,15,4711.05,193153.05,0
8811,Femenino,86,Chile,2023-06-25,Estándar,11,166,9,2874.3,31617.3,0
9474,Masculino,43,Argentina,2019-05-17,Premium,60,455,13,4377.75,262665.0,0
5916,Masculino,95,Argentina,2021-07-07,Premium,34,320,5,1836.0,62424.0,0
5316,Femenino,17,Perú,2022-11-06,Premium,18,44,11,3346.2,60231.6,0
5775,Femenino,78,Argentina,2020-07-14,Estándar,46,16,8,2416.8,111172.8,0
4757,Masculino,65,Perú,2019-05-01,Premium,60,17,13,3917.85,235071.0,0
7494,Femenino,79,Argentina,2020-09-01,Estándar,44,178,17,5286.9,232623.6,0
3365,Masculino,20,Argentina,2022-10-19,Estándar,19,116,6,1921.8,36514.2,0
8859,Masculino,26,Argentina,2019-12-19,Premium,53,244,9,2956.2,156678.6,1
5585,Femenino,94,Chile,2022-01-16,Básico,28,74,18,5477.7,153375.6,0
104,Femenino,61,Chile,2019-06-18,Estándar,59,262,9,2975.1,175530.9,0
4484,Masculino,97,Perú,2024-02-09,Estándar,3,475,13,4398.75,13196.25,0
3803,Masculino,79,Chile,2020-09-06,Premium,44,13,15,4513.65,198600.6,1
1406,Femenino,54,Perú,2023-06-27,Premium,11,447,13,4369.35,48062.85,0
1622,Femenino,94,Argentina,2020-12-07,Premium,41,415,2,1035.75,42465.75,0
228,Masculino,32,Perú,2023-09-10,Premium,8,384,7,2503.2,20025.6,0
1821,Masculino,38,Perú,2020-09-29,Premium,44,310,5,1825.5,80322.0,0
3705,Masculino,24,Argentina,2020-01-25,Premium,52,17,8,2417.85,125728.2,0
4170,Femenino,89,Argentina,2022-10-01,Básico,19,299,2,913.95,17365.05,0
3297,Femenino,68,Perú,2020-02-24,Estándar,51,259,11,3571.95,182169.45,1
8842,Femenino,46,Perú,2022-09-27,Estándar,20,177,18,5585.85,111717.0,0
192,Masculino,41,Argentina,2020-12-21,Básico,41,424,2,1045.2,42853.2,0
9028,Masculino,29,Argentina,2020-10-25,Premium,43,297,3,1211.85,52109.55,0
608,Masculino,24,Argentina,2022-07-06,Premium,22,55,17,5157.75,113470.5,0
5452,Masculino,22,Argentina,2023-11-12,Estándar,6,243,6,2055.15,12330.9,1
948,Masculino,38,Perú,2023-09-27,Básico,8,268,3,1181.4,9451.2,0
8749,Femenino,98,Argentina,2023-03-25,Básico,14,350,9,3067.5,42945.0,1
9025,Masculino,85,Chile,2020-07-24,Estándar,46,147,11,3454.35,158900.1,0
5087,Femenino,17,Argentina,2022-05-01,Estándar,24,460,13,4383.0,105192.0,0
293,Masculino,91,Argentina,2021-07-08,Premium,34,422,11,3743.1,127265.4,0
4888,Femenino,43,Chile,2019-05-23,Básico,60,251,7,2363.55,141813.0,0
9434,Femenino,39,Chile,2022-02-12,Estándar,27,428,20,6449.4,174133.8,0
5441,Femenino,34,Argentina,2024-02-21,Estándar,3,131,8,2537.55,7612.65,1
2436,Masculino,77,Argentina,2020-08-29,Básico,45,484,20,6508.2,292869.0,0
7683,Masculino,26,Chile,2020-05-24,Premium,48,480,16,5304.0,254592.0,0
1879,Femenino,64,Chile,2021-07-20,Básico,34,351,10,3368.55,114530.7,0
9241,Masculino,36,Argentina,2024-02-22,Estándar,3,191,17,5300.55,15901.65,0
1885,Masculino,52,Perú,2022-10-21,Estándar,19,304,9,3019.2,57364.8,0
3731,Masculino,76,Argentina,2023-08-08,Básico,9,299,2,913.95,8225.55,0
3872,Femenino,89,Argentina,2020-10-12,Estándar,43,354,10,3371.7,144983.1,0
4279,Masculino,66,Chile,2022-01-23,Estándar,28,256,3,1168.8,32726.4,1
4949,Femenino,20,Argentina,2021-08-31,Estándar,33,388,7,2507.4,82744.2,0
8493,Femenino,20,Chile,2019-05-15,Básico,60,290,7,2404.5,144270.0,0
8614,Masculino,75,Chile,2022-10-10,Premium,19,444,5,1966.2,37357.8,0
4940,Femenino,24,Chile,2022-09-13,Premium,20,241,2,853.05,17061.0,0
2423,Femenino,39,Chile,2019-10-25,Básico,55,406,5,1926.3,105946.5,0
2468,Femenino,16,Perú,2023-03-26,Premium,14,104,9,2809.2,39328.8,1
3141,Masculino,24,Perú,2022-03-25,Estándar,26,285,2,899.25,23380.5,0
4393,Masculino,68,Chile,2021-08-15,Estándar,33,303,10,3318.15,109498.95,0
4980,Masculino,25,Chile,2021-10-20,Estándar,31,453,3,1375.65,42645.15,0
8906,Masculino,76,Chile,2019-09-03,Premium,56,373,1,691.65,38732.4,0
6070,Masculino,61,Argentina,2019-11-10,Premium,54,354,19,6071.7,327871.8,0
5599,Femenino,30,Chile,2023-09-17,Estándar,8,340,14,4557.0,36456.0,0
8311,Femenino,74,Perú,2020-10-09,Básico,43,184,4,1393.2,59907.6,1
3148,Masculino,51,Chile,2023-07-19,Básico,10,496,7,2620.8,26208.0,0
8766,Femenino,67,Chile,2021-05-26,Básico,36,81,18,5485.05,197461.8,0
9824,Femenino,80,Perú,2022-05-27,Premium,24,186,8,2595.3,62287.2,0
6739,Masculino,45,Perú,2023-11-29,Básico,6,364,20,6382.2,38293.2,0
9871,Masculino,48,Argentina,2020-12-07,Básico,41,476,18,5899.8,241891.8,1
4713,Masculino,85,Perú,2019-09-22,Premium,56,300,18,5715.0,320040.0,0
9670,Masculino,87,Argentina,2022-06-29,Estándar,23,317,9,3032.85,69755.55,1
3187,Masculino,46,Chile,2023-12-11,Premium,5,406,8,2826.3,14131.5,0
5333,Masculino,85,Chile,2019-07-07,Estándar,58,52,12,3654.6,211966.8,0
4515,Masculino,38,Chile,2020-08-30,Estándar,45,250,9,2962.5,133312.5,0
7650,Femenino,30,Argentina,2019-11-16,Premium,54,429,15,4950.45,267324.3,0
4995,Masculino,86,Perú,2021-09-05,Premium,32,132,11,3438.6,110035.2,0
8391,Femenino,75,Argentina,2022-02-14,Estándar,27,350,4,1567.5,42322.5,0
6874,Femenino,48,Argentina,2021-05-12,Estándar,36,288,1,602.4,21686.4,0
6816,Masculino,56,Chile,2019-06-20,Estándar,59,346,15,4863.3,286934.7,1
2780,Masculino,93,Chile,2022-06-27,Estándar,23,415,5,1935.75,44522.25,1
7820,Masculino,62,Argentina,2020-03-17,Básico,50,202,13,4112.1,205605.0,0
2739,Femenino,62,Chile,2020-11-25,Estándar,42,180,20,6189.0,259938.0,0
1247,Masculino,53,Argentina,2022-06-15,Básico,23,429,2,1050.45,24160.35,0
8502,Masculino,90,Chile,2023-05-11,Básico,12,425,5,1946.25,23355.0,0
2381,Femenino,51,Chile,2020-01-10,Estándar,52,440,4,1662.0,86424.0,0
3292,Femenino,87,Argentina,2023-04-24,Premium,13,462,1,785.1,10206.3,1
1113,Femenino,32,Perú,2022-12-12,Básico,17,282,7,2396.1,40733.7,0
1150,Masculino,57,Perú,2020-04-05,Premium,49,475,4,1698.75,83238.75,0
8967,Masculino,35,Argentina,2020-12-29,Estándar,41,470,20,6493.5,266233.5,0
4379,Femenino,47,Perú,2023-03-09,Básico,14,92,14,4296.6,60152.4,0
6257,Femenino,98,Perú,2024-02-17,Estándar,3,342,17,5459.1,16377.3,0
2993,Femenino,72,Argentina,2023-08-01,Básico,9,128,2,734.4,6609.6,0
1140,Masculino,29,Argentina,2022-05-18,Básico,24,385,3,1304.25,31302.0,0
2482,Masculino,99,Argentina,2024-04-17,Básico,1,174,7,2282.7,2282.7,0
4332,Masculino,62,Perú,2022-03-15,Básico,26,249,20,6261.45,162797.7,0
3831,Masculino,65,Perú,2024-03-26,Estándar,2,155,7,2262.75,4525.5,1
2926,Femenino,23,Chile,2021-09-27,Estándar,32,53,8,2455.65,78580.8,0
2600,Masculino,50,Argentina,2024-01-03,Premium,4,57,5,1559.85,6239.4,1
5358,Masculino,75,Chile,2024-02-22,Estándar,3,43,6,1845.15,5535.45,0
8236,Femenino,74,Argentina,2023-06-11,Básico,11,317,10,3332.85,36661.35,0
6932,Masculino,55,Chile,2022-08-04,Básico,21,164,2,772.2,16216.2,1
4301,Masculino,66,Perú,2021-07-13,Estándar,34,352,10,3369.6,114566.4,0
1954,Masculino,51,Argentina,2021-09-08,Básico,32,120,3,1026.0,32832.0,0
1372,Masculino,30,Argentina,2020-03-18,Estándar,50,234,5,1745.7,87285.0,1
215,Femenino,27,Chile,2022-04-08,Estándar,25,119,4,1324.95,33123.75,0
6781,Femenino,35,Chile,2019-06-27,Estándar,59,113,12,3718.65,219400.35,0
3149,Masculino,75,Argentina,2019-09-26,Estándar,56,125,6,1931.25,108150.0,0
5049,Masculino,73,Chile,2019-11-20,Premium,54,321,4,1537.05,83000.7,0
6430,Femenino,37,Argentina,2022-09-22,Básico,20,228,19,5939.4,118788.0,0
125,Femenino,34,Chile,2023-01-03,Básico,16,121,12,3727.05,59632.8,0
1146,Femenino,80,Argentina,2020-02-21,Estándar,51,332,2,948.6,48378.6,0
6653,Masculino,79,Chile,2020-06-19,Premium,47,491,16,5315.55,249830.85,1
5626,Masculino,20,Perú,2022-07-16,Premium,22,251,4,1463.55,32198.1,1
7411,Masculino,62,Chile,2021-06-16,Premium,35,225,7,2336.25,81768.75,0
2982,Femenino,71,Perú,2023-09-18,Premium,8,261,3,1174.05,9392.4,0
5364,Femenino,40,Argentina,2020-03-11,Básico,50,321,3,1237.05,61852.5,0
5372,Femenino,72,Argentina,2022-04-29,Estándar,25,117,9,2822.85,70571.25,0
9448,Masculino,44,Perú,2020-10-20,Premium,43,282,18,5696.1,244932.3,0
991,Masculino,80,Argentina,2020-01-11,Básico,52,393,13,4312.65,224257.8,0
4298,Femenino,68,Chile,2024-03-14,Premium,2,45,4,1247.25,2494.5,1
246,Masculino,16,Argentina,2022-08-08,Premium,21,457,13,4379.85,91976.85,0
3448,Femenino,29,Chile,2020-05-21,Premium,48,141,15,4648.05,223106.4,0
6725,Masculino,56,Chile,2020-08-01,Básico,45,250,17,5362.5,241312.5,0
2983,Femenino,19,Chile,2021-01-24,Estándar,40,464,9,3187.2,127488.0,0
1230,Femenino,73,Perú,2024-04-05,Premium,1,443,10,3465.15,3465.15,0
5992,Femenino,51,Chile,2023-09-06,Estándar,8,1,5,1501.05,12008.4,0
1190,Femenino,60,Chile,2022-10-18,Básico,19,457,6,2279.85,43317.15,1
6155,Masculino,69,Perú,2022-08-14,Premium,21,409,20,6429.45,135018.45,0
6083,Masculino,74,Perú,2021-03-22,Básico,38,342,20,6359.1,241645.8,0
5444,Masculino,67,Argentina,2022-01-11,Estándar,28,81,17,5185.05,145181.4,0
2858,Masculino,51,Chile,2020-01-29,Premium,52,191,3,1100.55,57228.6,0
2853,Masculino,40,Argentina,2022-11-18,Básico,18,236,20,6247.8,112460.4,0
2583,Femenino,30,Chile,2021-09-15,Estándar,32,145,4,1352.25,43272.0,0
9629,Masculino,66,Chile,2020-06-18,Estándar,47,327,14,4543.35,213537.45,0
4685,Femenino,20,Perú,2022-04-21,Premium,25,499,16,5323.95,133098.75,0
8998,Masculino,31,Chile,2024-01-21,Premium,4,179,9,2887.95,11551.8,0
5490,Femenino,29,Argentina,2022-09-09,Básico,20,221,20,6232.05,124641.0,0
4110,Masculino,77,Argentina,2023-04-22,Premium,13,491,3,1415.55,18402.15,0
2042,Masculino,66,Argentina,2020-03-18,Premium,50,61,19,5764.05,288202.5,0
9235,Femenino,55,Argentina,2022-01-16,Premium,28,188,2,797.4,22327.2,0
